ClienteID,Nombre,Edad,Localizacion,Producto,Categoria,Transacciones,Fecha
3419,Frank,34,"Philadelphia, PA",Smartphone,Electronics,163,2023-01-03 21:00:00
7975,Frank,36,"San Jose, CA",Smartphone,Electronics,783,2023-01-03 22:00:00
8932,Bob,37,"San Diego, CA",Tablet,Mobile,763,2023-01-03 23:00:00
7203,Bob,40,"Phoenix, AZ",Smartwatch,Wearables,853,2023-01-04 00:00:00
3152,Alice,29,"San Jose, CA",Tablet,Mobile,918,2023-01-04 01:00:00
4332,Frank,49,"San Diego, CA",Laptop,Computers,418,2023-01-04 02:00:00
6886,Isla,46,"San Jose, CA",Smartphone,Electronics,763,2023-01-04 03:00:00
4117,Hannah,22,"Chicago, IL",Headphones,Audio,915,2023-01-04 04:00:00
5739,Eva,66,"Houston, TX",Headphones,Audio,631,2023-01-04 05:00:00
4597,Hannah,68,"Chicago, IL",Headphones,Audio,643,2023-01-04 06:00:00
6596,Bob,60,"Phoenix, AZ",Smartphone,Electronics,773,2023-01-04 07:00:00
3314,Frank,19,"Phoenix, AZ",Smartphone,Electronics,151,2023-01-04 08:00:00
2557,Bob,23,"Phoenix, AZ",Headphones,Audio,354,2023-01-04 09:00:00
2716,Hannah,38,"Los Angeles, CA",Smartphone,Electronics,137,2023-01-04 10:00:00
9014,Bob,52,"Dallas, TX",Headphones,Audio,881,2023-01-04 11:00:00
3327,Eva,32,"San Antonio, TX",Laptop,Computers,251,2023-01-04 12:00:00
6401,Grace,35,"San Diego, CA",Laptop,Computers,582,2023-01-04 13:00:00
5893,Grace,66,"Los Angeles, CA",Laptop,Computers,984,2023-01-04 14:00:00
9008,David,64,"San Jose, CA",Tablet,Mobile,299,2023-01-04 15:00:00
8803,Hannah,19,"San Jose, CA",Tablet,Mobile,363,2023-01-04 16:00:00
5821,Grace,22,"San Antonio, TX",Smartwatch,Wearables,233,2023-01-04 17:00:00
6559,Jack,54,"Chicago, IL",Smartwatch,Wearables,845,2023-01-04 18:00:00
4199,Eva,58,"Phoenix, AZ",Smartwatch,Wearables,980,2023-01-04 19:00:00
3341,David,23,"San Antonio, TX",Laptop,Computers,270,2023-01-04 20:00:00
4398,Bob,68,"Dallas, TX",Laptop,Computers,598,2023-01-04 21:00:00
6259,Bob,59,"San Jose, CA",Laptop,Computers,922,2023-01-04 22:00:00
3851,David,68,"New York, NY",Smartphone,Electronics,560,2023-01-04 23:00:00
2145,Hannah,36,"Philadelphia, PA",Smartphone,Electronics,510,2023-01-05 00:00:00
1383,Frank,33,"Philadelphia, PA",Laptop,Computers,891,2023-01-05 01:00:00
9810,Isla,29,"Los Angeles, CA",Headphones,Audio,959,2023-01-05 02:00:00
2019,Bob,41,"San Jose, CA",Smartwatch,Wearables,678,2023-01-05 03:00:00
9000,Grace,26,"Dallas, TX",Tablet,Mobile,105,2023-01-05 04:00:00
5044,Alice,20,"Phoenix, AZ",Smartwatch,Wearables,677,2023-01-05 05:00:00
1205,Bob,34,"Dallas, TX",Headphones,Audio,243,2023-01-05 06:00:00
9830,Isla,47,"Houston, TX",Smartphone,Electronics,540,2023-01-05 07:00:00
4617,Hannah,44,"Phoenix, AZ",Laptop,Computers,161,2023-01-05 08:00:00
1063,Isla,41,"Phoenix, AZ",Smartphone,Electronics,844,2023-01-05 09:00:00
4832,Grace,59,"Phoenix, AZ",Smartphone,Electronics,824,2023-01-05 10:00:00
4176,Jack,67,"Dallas, TX",Headphones,Audio,548,2023-01-05 11:00:00
8607,Isla,56,"New York, NY",Smartphone,Electronics,245,2023-01-05 12:00:00
4805,David,24,"San Diego, CA",Smartphone,Electronics,350,2023-01-05 13:00:00
5323,Charlie,26,"San Antonio, TX",Smartwatch,Wearables,212,2023-01-05 14:00:00
5797,David,33,"New York, NY",Smartwatch,Wearables,691,2023-01-05 15:00:00
5023,Eva,28,"Los Angeles, CA",Headphones,Audio,521,2023-01-05 16:00:00
1394,Jack,26,"New York, NY",Laptop,Computers,757,2023-01-05 17:00:00
2859,David,18,"Houston, TX",Smartwatch,Wearables,881,2023-01-05 18:00:00
7441,David,61,"San Jose, CA",Smartphone,Electronics,596,2023-01-05 19:00:00
6544,Grace,52,"Dallas, TX",Tablet,Mobile,765,2023-01-05 20:00:00
2020,David,37,"New York, NY",Smartwatch,Wearables,681,2023-01-05 21:00:00
7904,David,68,"Chicago, IL",Tablet,Mobile,878,2023-01-05 22:00:00
4472,Isla,25,"San Antonio, TX",Laptop,Computers,101,2023-01-05 23:00:00
8747,Isla,24,"Houston, TX",Smartphone,Electronics,380,2023-01-06 00:00:00
6517,Eva,54,"Philadelphia, PA",Smartwatch,Wearables,861,2023-01-06 01:00:00
7369,Isla,54,"San Antonio, TX",Laptop,Computers,550,2023-01-06 02:00:00
1332,Bob,37,"Philadelphia, PA",Headphones,Audio,349,2023-01-06 03:00:00
5425,Eva,22,"San Diego, CA",Laptop,Computers,544,2023-01-06 04:00:00
8059,Grace,29,"Los Angeles, CA",Headphones,Audio,779,2023-01-06 05:00:00
1875,Hannah,38,"New York, NY",Headphones,Audio,108,2023-01-06 06:00:00
6840,Eva,37,"San Antonio, TX",Smartwatch,Wearables,513,2023-01-06 07:00:00
3288,Isla,22,"Chicago, IL",Tablet,Mobile,589,2023-01-06 08:00:00
5679,Charlie,40,"Houston, TX",Headphones,Audio,504,2023-01-06 09:00:00
5696,Hannah,24,"San Antonio, TX",Smartphone,Electronics,953,2023-01-06 10:00:00
7616,Isla,18,"Los Angeles, CA",Smartwatch,Wearables,400,2023-01-06 11:00:00
7100,Grace,42,"San Antonio, TX",Headphones,Audio,239,2023-01-06 12:00:00
5782,Eva,36,"Houston, TX",Smartwatch,Wearables,653,2023-01-06 13:00:00
6725,Isla,19,"Dallas, TX",Smartphone,Electronics,223,2023-01-06 14:00:00
6580,Hannah,29,"New York, NY",Smartwatch,Wearables,792,2023-01-06 15:00:00
5486,Hannah,59,"Chicago, IL",Smartwatch,Wearables,769,2023-01-06 16:00:00
2078,Frank,42,"San Diego, CA",Headphones,Audio,401,2023-01-06 17:00:00
8218,Bob,49,"San Antonio, TX",Laptop,Computers,681,2023-01-06 18:00:00
5585,David,65,"Los Angeles, CA",Smartwatch,Wearables,446,2023-01-06 19:00:00
2355,Alice,60,"Phoenix, AZ",Headphones,Audio,837,2023-01-06 20:00:00
7017,Jack,35,"San Antonio, TX",Smartphone,Electronics,159,2023-01-06 21:00:00
9186,Eva,48,"Phoenix, AZ",Smartphone,Electronics,732,2023-01-06 22:00:00
9461,Jack,61,"Invalid, XX",Laptop,Computers,666,2023-01-06 23:00:00
5240,Alice,26,"New York, NY",Smartphone,Electronics,409,2023-01-07 00:00:00
9780,Frank,38,"Phoenix, AZ",Headphones,Audio,946,2023-01-07 01:00:00
9566,Jack,56,"San Jose, CA",Laptop,Computers,354,2023-01-07 02:00:00
2646,Hannah,24,"Chicago, IL",Headphones,Audio,158,2023-01-07 03:00:00
4072,Jack,30,"New York, NY",Laptop,Computers,647,2023-01-07 04:00:00
4438,Alice,37,"San Jose, CA",Laptop,Computers,157,2023-01-07 05:00:00
2651,Frank,30,"Houston, TX",Headphones,Audio,924,2023-01-07 06:00:00
6293,David,69,"San Antonio, TX",Laptop,Computers,206,2023-01-07 07:00:00
5680,Isla,45,"San Antonio, TX",Headphones,Audio,704,2023-01-07 08:00:00
2750,Hannah,54,"Los Angeles, CA",Smartphone,Electronics,490,2023-01-07 09:00:00
3971,David,42,"Los Angeles, CA",Smartphone,Electronics,919,2023-01-07 10:00:00
5189,Bob,63,"New York, NY",Smartwatch,Wearables,406,2023-01-07 11:00:00
5742,Frank,65,"Los Angeles, CA",Tablet,Mobile,704,2023-01-07 12:00:00
2741,Charlie,62,"Dallas, TX",Tablet,Mobile,625,2023-01-07 13:00:00
4824,Alice,43,"Dallas, TX",Smartphone,Electronics,813,2023-01-07 14:00:00
4841,Grace,61,"San Antonio, TX",Smartwatch,Wearables,507,2023-01-07 15:00:00
7197,David,50,"Chicago, IL",Tablet,Mobile,357,2023-01-07 16:00:00
8643,Isla,57,"San Diego, CA",Headphones,Audio,810,2023-01-07 17:00:00
6067,Jack,57,"Houston, TX",Headphones,Audio,219,2023-01-07 18:00:00
3361,Jack,44,"Phoenix, AZ",Laptop,Computers,472,2023-01-07 19:00:00
2966,Charlie,32,"San Jose, CA",Tablet,Mobile,390,2023-01-07 20:00:00
9551,Jack,20,"Phoenix, AZ",Headphones,Audio,831,2023-01-07 21:00:00
5632,Jack,46,"Los Angeles, CA",Tablet,Mobile,779,2023-01-07 22:00:00
1393,Jack,48,"Dallas, TX",Laptop,Computers,789,2023-01-07 23:00:00
1047,Alice,57,"Philadelphia, PA",Smartphone,Electronics,253,2023-01-08 00:00:00
3748,Bob,35,"Philadelphia, PA",Smartwatch,Wearables,451,2023-01-08 01:00:00
3288,David,41,"New York, NY",Laptop,Computers,242,2023-01-08 02:00:00
8048,Grace,56,"Los Angeles, CA",Laptop,Computers,462,2023-01-08 03:00:00
8562,Hannah,61,"Houston, TX",Laptop,Computers,826,2023-01-08 04:00:00
2209,David,64,"San Diego, CA",Smartwatch,Wearables,237,2023-01-08 05:00:00
2164,Charlie,25,"San Diego, CA",Headphones,Audio,856,2023-01-08 06:00:00
9074,Jack,46,"Dallas, TX",Tablet,Mobile,607,2023-01-08 07:00:00
5545,Isla,65,"New York, NY",Smartphone,Electronics,382,2023-01-08 08:00:00
9045,Hannah,54,"San Diego, CA",Smartphone,Electronics,340,2023-01-08 09:00:00
4539,Frank,54,"Houston, TX",Smartwatch,Wearables,509,2023-01-08 10:00:00
4411,Isla,26,"Phoenix, AZ",Smartphone,Electronics,245,2023-01-08 11:00:00
2537,Hannah,62,"San Jose, CA",Smartwatch,Wearables,548,2023-01-08 12:00:00
7069,Grace,47,"Phoenix, AZ",Smartwatch,Wearables,899,2023-01-08 13:00:00
8009,Frank,32,"San Antonio, TX",Tablet,Mobile,840,2023-01-08 14:00:00
1182,Jack,61,"Chicago, IL",Tablet,Mobile,450,2023-01-08 15:00:00
2533,Charlie,29,"Phoenix, AZ",Smartwatch,Wearables,717,2023-01-08 16:00:00
1155,Frank,69,"San Antonio, TX",Tablet,Mobile,688,2023-01-08 17:00:00
6811,David,58,"Philadelphia, PA",Headphones,Audio,851,2023-01-08 18:00:00
5884,Eva,44,"Los Angeles, CA",Laptop,Computers,670,2023-01-08 19:00:00
8977,Grace,64,"San Diego, CA",Smartphone,Electronics,418,2023-01-08 20:00:00
7156,Grace,64,"Dallas, TX",Smartphone,Electronics,960,2023-01-08 21:00:00
6420,Isla,48,"Dallas, TX",Smartphone,Electronics,286,2023-01-08 22:00:00
1857,Isla,30,"Dallas, TX",Smartphone,Electronics,486,2023-01-08 23:00:00
6274,Frank,32,"Los Angeles, CA",Headphones,Audio,864,2023-01-09 00:00:00
5007,Frank,22,"San Jose, CA",Headphones,Audio,935,2023-01-09 01:00:00
5858,Bob,59,"Chicago, IL",Laptop,Computers,418,2023-01-09 02:00:00
5678,Hannah,42,"Houston, TX",Smartwatch,Wearables,877,2023-01-09 03:00:00
7039,Charlie,29,"Los Angeles, CA",Tablet,Mobile,113,2023-01-09 04:00:00
5976,Alice,66,"Philadelphia, PA",Laptop,Computers,856,2023-01-09 05:00:00
2699,David,26,"San Antonio, TX",Smartphone,Electronics,278,2023-01-09 06:00:00
7834,Eva,43,"Dallas, TX",Tablet,Mobile,712,2023-01-09 07:00:00
9905,Charlie,54,"New York, NY",Laptop,Computers,182,2023-01-09 08:00:00
3085,Grace,26,"San Antonio, TX",Smartphone,Electronics,212,2023-01-09 09:00:00
2451,Eva,22,"Phoenix, AZ",Laptop,Computers,193,2023-01-09 10:00:00
8428,Jack,63,"Chicago, IL",Smartphone,Electronics,330,2023-01-09 11:00:00
2397,Eva,24,"Phoenix, AZ",Smartphone,Electronics,551,2023-01-09 12:00:00
7174,Frank,58,"Philadelphia, PA",Headphones,Audio,594,2023-01-09 13:00:00
9616,Frank,48,"Houston, TX",Smartphone,Electronics,929,2023-01-09 14:00:00
2028,Isla,61,"San Jose, CA",Laptop,Computers,475,2023-01-09 15:00:00
1690,Charlie,54,"Dallas, TX",Tablet,Mobile,199,2023-01-09 16:00:00
8898,Hannah,24,"New York, NY",Headphones,Audio,851,2023-01-09 17:00:00
8963,Grace,22,"San Jose, CA",Tablet,Mobile,417,2023-01-09 18:00:00
5010,Isla,69,"Philadelphia, PA",Smartwatch,Wearables,771,2023-01-09 19:00:00
4579,Eva,34,"San Jose, CA",Tablet,Mobile,702,2023-01-09 20:00:00
1199,Grace,29,"Los Angeles, CA",Smartwatch,Wearables,890,2023-01-09 21:00:00
6392,Hannah,54,"San Antonio, TX",Smartwatch,Wearables,566,2023-01-09 22:00:00
9967,Isla,53,"Dallas, TX",Headphones,Audio,645,2023-01-09 23:00:00
1225,Hannah,44,"Philadelphia, PA",Tablet,Mobile,814,2023-01-10 00:00:00
5566,Bob,18,"San Jose, CA",Smartphone,Electronics,378,2023-01-10 01:00:00
3065,Frank,18,"Dallas, TX",Headphones,Audio,593,2023-01-10 02:00:00
9820,David,31,"San Diego, CA",Headphones,Audio,911,2023-01-10 03:00:00
1040,David,47,"Phoenix, AZ",Smartphone,Electronics,534,2023-01-10 04:00:00
3091,Isla,58,"San Diego, CA",Tablet,Mobile,205,2023-01-10 05:00:00
3244,Grace,18,"Phoenix, AZ",Headphones,Audio,779,2023-01-10 06:00:00
9490,Frank,25,"San Diego, CA",Smartwatch,Wearables,283,2023-01-10 07:00:00
7062,Bob,62,"San Antonio, TX",Smartphone,Electronics,596,2023-01-10 08:00:00
9650,Alice,58,"Phoenix, AZ",Laptop,Computers,986,2023-01-10 09:00:00
1878,Jack,64,"San Diego, CA",Headphones,Audio,299,2023-01-10 10:00:00
9980,David,60,"Philadelphia, PA",Smartwatch,Wearables,492,2023-01-10 11:00:00
8403,Isla,43,"San Antonio, TX",Tablet,Mobile,475,2023-01-10 12:00:00
4895,David,53,"Phoenix, AZ",Tablet,Mobile,113,2023-01-10 13:00:00
9574,Bob,46,"San Diego, CA",Smartphone,Electronics,850,2023-01-10 14:00:00
2450,Hannah,57,"San Diego, CA",Smartwatch,Wearables,851,2023-01-10 15:00:00
6373,Frank,62,"New York, NY",Smartphone,Electronics,925,2023-01-10 16:00:00
3595,Alice,66,"San Diego, CA",Headphones,Audio,857,2023-01-10 17:00:00
4589,David,21,"San Jose, CA",Smartphone,Electronics,162,2023-01-10 18:00:00
9521,Jack,59,"San Diego, CA",Laptop,Computers,331,2023-01-10 19:00:00
5909,Eva,19,"San Antonio, TX",Smartphone,Electronics,901,2023-01-10 20:00:00
7625,Alice,47,"Philadelphia, PA",Smartphone,Electronics,548,2023-01-10 21:00:00
8699,Bob,64,"San Jose, CA",Headphones,Audio,771,2023-01-10 22:00:00
6541,Isla,37,"Chicago, IL",Smartwatch,Wearables,747,2023-01-10 23:00:00
8970,Alice,47,"San Antonio, TX",Laptop,Computers,634,2023-01-11 00:00:00
6281,Hannah,35,"Houston, TX",Smartphone,Electronics,515,2023-01-11 01:00:00
4821,Isla,47,"San Diego, CA",Headphones,Audio,905,2023-01-11 02:00:00
2827,Bob,63,"Phoenix, AZ",Headphones,Audio,479,2023-01-11 03:00:00
5111,Bob,52,"Chicago, IL",Headphones,Audio,334,2023-01-11 04:00:00
9811,Grace,18,"Philadelphia, PA",Smartwatch,Wearables,838,2023-01-11 05:00:00
1688,Jack,20,"Philadelphia, PA",Smartphone,Electronics,977,2023-01-11 06:00:00
1819,Isla,40,"Philadelphia, PA",Tablet,Mobile,633,2023-01-11 07:00:00
7216,Jack,62,"San Diego, CA",Laptop,Computers,968,2023-01-11 08:00:00
3251,Isla,57,"New York, NY",Tablet,Mobile,312,2023-01-11 09:00:00
3301,Charlie,39,"San Jose, CA",Smartwatch,Wearables,791,2023-01-11 10:00:00
3660,Grace,66,"New York, NY",Smartphone,Electronics,256,2023-01-11 11:00:00
6648,Frank,65,"San Jose, CA",Tablet,Mobile,752,2023-01-11 12:00:00
6662,Hannah,65,"San Antonio, TX",Tablet,Mobile,472,2023-01-11 13:00:00
1954,Hannah,61,"Chicago, IL",Tablet,Mobile,328,2023-01-11 14:00:00
7453,Hannah,68,"San Diego, CA",Laptop,Computers,520,2023-01-11 15:00:00
4941,Hannah,65,"Chicago, IL",Smartphone,Electronics,781,2023-01-11 16:00:00
5748,Jack,36,"Philadelphia, PA",Headphones,Audio,528,2023-01-11 17:00:00
8412,Frank,58,"New York, NY",Smartphone,Electronics,225,2023-01-11 18:00:00
2247,Isla,33,"Los Angeles, CA",Tablet,Mobile,141,2023-01-11 19:00:00
6486,Eva,44,"San Antonio, TX",Smartphone,Electronics,203,2023-01-11 20:00:00
7886,David,49,"Philadelphia, PA",Headphones,Audio,261,2023-01-11 21:00:00
1012,Grace,51,"New York, NY",Laptop,Computers,473,2023-01-11 22:00:00
8475,Charlie,59,"San Jose, CA",Smartphone,Electronics,342,2023-01-11 23:00:00
5705,Hannah,29,"San Antonio, TX",Smartphone,Electronics,173,2023-01-12 00:00:00
3239,Hannah,35,"Houston, TX",Laptop,Computers,766,2023-01-12 01:00:00
1697,Eva,35,"New York, NY",Laptop,Computers,179,2023-01-12 02:00:00
3066,Jack,21,"Dallas, TX",Tablet,Mobile,461,2023-01-12 03:00:00
7914,Hannah,51,"Chicago, IL",Tablet,Mobile,781,2023-01-12 04:00:00
5674,Charlie,56,"Dallas, TX",Laptop,Computers,893,2023-01-12 05:00:00
3073,Charlie,36,"San Antonio, TX",Headphones,Audio,407,2023-01-12 06:00:00
4212,David,60,"San Diego, CA",Tablet,Mobile,766,2023-01-12 07:00:00
4813,Isla,62,"San Antonio, TX",Headphones,Audio,807,2023-01-12 08:00:00
2050,Eva,69,"San Jose, CA",Laptop,Computers,416,2023-01-12 09:00:00
3152,Frank,48,"Dallas, TX",Smartphone,Electronics,517,2023-01-12 10:00:00
8689,David,66,"Chicago, IL",Laptop,Computers,204,2023-01-12 11:00:00
6787,Isla,48,"San Diego, CA",Laptop,Computers,558,2023-01-12 12:00:00
4089,David,59,"Los Angeles, CA",Smartwatch,Wearables,102,2023-01-12 13:00:00
4641,Charlie,65,"Houston, TX",Laptop,Computers,586,2023-01-12 14:00:00
1173,Bob,37,"San Jose, CA",Tablet,Mobile,764,2023-01-12 15:00:00
8254,Charlie,65,"Houston, TX",Smartphone,Electronics,764,2023-01-12 16:00:00
4903,Alice,37,"Philadelphia, PA",Headphones,Audio,969,2023-01-12 17:00:00
8510,Hannah,49,"Chicago, IL",Smartwatch,Wearables,804,2023-01-12 18:00:00
1448,Alice,37,"New York, NY",Tablet,Mobile,355,2023-01-12 19:00:00
6835,Frank,33,"San Jose, CA",Smartphone,Electronics,559,2023-01-12 20:00:00
1781,Bob,36,"San Diego, CA",Headphones,Audio,989,2023-01-12 21:00:00
4568,Charlie,48,"Dallas, TX",Smartphone,Electronics,332,2023-01-12 22:00:00
9363,Isla,30,"San Antonio, TX",Tablet,Mobile,392,2023-01-12 23:00:00
3283,Isla,37,"Dallas, TX",Smartphone,Electronics,477,2023-01-13 00:00:00
1432,Frank,60,"Philadelphia, PA",Laptop,Computers,368,2023-01-13 01:00:00
6135,Grace,29,"Chicago, IL",Smartphone,Electronics,693,2023-01-13 02:00:00
5945,Eva,66,"Dallas, TX",Laptop,Computers,754,2023-01-13 03:00:00
6705,Grace,64,"New York, NY",Tablet,Mobile,594,2023-01-13 04:00:00
2859,Frank,43,"New York, NY",Smartwatch,Wearables,233,2023-01-13 05:00:00
4919,Eva,52,"Los Angeles, CA",Laptop,Computers,394,2023-01-13 06:00:00
7390,Charlie,58,"Houston, TX",Smartphone,Electronics,752,2023-01-13 07:00:00
1548,Bob,27,"Chicago, IL",Smartphone,Electronics,687,2023-01-13 08:00:00
6060,Eva,29,"New York, NY",Smartphone,Electronics,989,2023-01-13 09:00:00
4574,Hannah,41,"San Antonio, TX",Tablet,Mobile,173,2023-01-13 10:00:00
1166,Eva,26,"Houston, TX",Headphones,Audio,222,2023-01-13 11:00:00
4512,Charlie,22,"New York, NY",Smartphone,Electronics,253,2023-01-13 12:00:00
3400,Jack,48,"Philadelphia, PA",Smartphone,Electronics,510,2023-01-13 13:00:00
4170,Charlie,51,"Philadelphia, PA",Laptop,Computers,633,2023-01-13 14:00:00
4189,Eva,62,"New York, NY",Smartwatch,Wearables,708,2023-01-13 15:00:00
3621,Isla,28,"San Antonio, TX",Smartphone,Electronics,718,2023-01-13 16:00:00
6158,Hannah,26,"San Diego, CA",Tablet,Mobile,179,2023-01-13 17:00:00
4401,Grace,39,"Phoenix, AZ",Headphones,Audio,804,2023-01-13 18:00:00
7466,Eva,57,"San Jose, CA",Headphones,Audio,654,2023-01-13 19:00:00
7172,Isla,64,"San Antonio, TX",Headphones,Audio,332,2023-01-13 20:00:00
1542,Bob,45,"San Diego, CA",Tablet,Mobile,337,2023-01-13 21:00:00
9142,Frank,33,"San Antonio, TX",Headphones,Audio,782,2023-01-13 22:00:00
9759,Grace,27,"Chicago, IL",Headphones,Audio,164,2023-01-13 23:00:00
4538,Grace,51,"San Jose, CA",Laptop,Computers,878,2023-01-14 00:00:00
8012,David,32,"San Jose, CA",Headphones,Audio,737,2023-01-14 01:00:00
2940,Bob,35,"Los Angeles, CA",Laptop,Computers,844,2023-01-14 02:00:00
9117,Alice,62,"Dallas, TX",Laptop,Computers,953,2023-01-14 03:00:00
7342,Alice,48,"Phoenix, AZ",Laptop,Computers,192,2023-01-14 04:00:00
2760,Charlie,23,"Dallas, TX",Tablet,Mobile,133,2023-01-14 05:00:00
6773,Grace,68,"Houston, TX",Smartphone,Electronics,678,2023-01-14 06:00:00
